stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,1,0,0,0,0,0,0
72hpf,0,0.85,0,0,0.28,20.01,0.85
21Day,0,0,0.37,0.37,0.37,15.91,0
3Month,0,0.42,0,0.1,0,0.42,0
22Month,0,1.78,0,0.41,0,0.27,0.27
