stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,1,0,0,0
72hpf,0,0.56,0,0,0,2.82,0,0,0.85
21Day,0,1.85,0,0.37,0.37,3.7,0,0,1.85
3Month,0,6.03,2.7,1.04,0.1,0.1,0,0.42,0.42
22Month,0.41,6.42,0,1.37,0,0,0.55,0.41,0.41
