stage,Epithelial,Immune,Neuron,Stromal
24hpf,0,0,1,1
72hpf,0.28,0,1.69,0
21Day,0,0.74,0.74,0
3Month,1.46,0.1,0,0.1
22Month,0.14,0.14,0,0
