stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0,0.28,0,0,0,0,0,0,0.56
21Day,0.37,2.22,0,0,0,0,0.37,0,2.59
3Month,0.21,7.7,0.21,0.31,1.35,1.98,0.42,0.21,27.46
22Month,0.14,2.32,0.27,0,3.55,0.41,0.55,0.41,21.86
