stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,1,0,0,0
72hpf,0.85,0,0.28,0,2.82,0,0.28,0
21Day,0,0,0,0.37,2.96,0,1.11,0
3Month,0.31,0.83,0.21,0.1,0,0,0.62,0.1
22Month,0.55,0.68,0,0.27,0,0.14,0.55,0
