stage,Epithelial,Germ,Immune,Neuron,Other,Stromal
24hpf,0,0,0,3,0,0
72hpf,0,0,0,2.25,0,0.28
21Day,0,0,0.37,1.11,0,0.37
3Month,1.04,1.77,4.06,0.1,0,0.52
22Month,1.23,0,11.34,0,0.14,0.27
