stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,2,0,0,0
72hpf,0,3.66,0,0,0,4.23,0,0,0.56
21Day,0,6.66,0.37,0,0,3.7,0,0,0.37
3Month,0,9.26,0,1.35,0.31,0,0,0.42,0.52
22Month,0.14,3.55,0,0.14,0,0.27,0.27,0.14,0.27
