stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,0.28,0,0,0,3.38,0,0,0
21Day,0.37,0,0,0,3.33,0,0,0
3Month,6.14,0.31,0.42,0,0,0,0.31,0.21
22Month,11.34,0.14,1.09,0.14,0.14,0.27,0.27,0.41
