stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,0,0,0,0,0,1.69,0,0,0
21Day,0,0,0,0,0,3.33,0,0.37,0
3Month,0.1,3.12,2.6,0.83,0.21,0,0,0.31,0.94
22Month,0.14,4.24,0,2.05,0,0.14,0.27,0,0.14
