stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,1,25,0,0,5
72hpf,0.28,0,0,0,0,10.15,0,0,1.41
21Day,1.85,0.37,0,0,0.74,2.59,0,0.37,3.33
3Month,1.98,0,0.1,0.42,0,0,0,0.1,0.52
22Month,1.09,0,0.14,0.14,0,0,0.14,0,0.14
