stage,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,1,0,0
72hpf,0.28,0,0.56,19.17,0,0.85
21Day,0,0.37,2.22,13.69,0.37,0
3Month,0.73,0,0,0,0,0.31
22Month,0.82,0,0,0,0.14,0.14
