stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,2,2
72hpf,0,0,0,0,1.41,0.56
21Day,0.74,0,0,0,0.37,0
3Month,12.9,4.99,0.31,0.1,0,0.1
22Month,1.64,0.55,0,0,0.14,0
