stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,9,0,3,1
72hpf,0,0.28,0,0,0.56,0,6.76,0
21Day,0,1.11,0.37,0,1.85,0.74,98.79,0.37
3Month,0,2.29,0.1,8.43,2.91,0,0.21,0
22Month,0.14,0.41,0.14,0,1.09,0,0.14,0
