stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,4,0,0
72hpf,0.56,0,0,0,0.28,0,0
21Day,0.37,0,0.37,0,0.74,0,0.37
3Month,0.42,0,0.21,0,0,0,0
22Month,3.14,0.14,0.14,0.14,0.14,0.14,0.41
