stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
72hpf,0.28,0.85,0,0,0,0.28,0,3.95
21Day,0.37,2.22,0,0.37,1.48,0,0.37,5.18
3Month,0.21,2.7,0.21,0.31,0.31,0,0,0.31
22Month,0,3.55,0.14,0.55,0,0.14,0.96,0.55
