stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,28,0,0,1,1,23,0,4
72hpf,0,48.2,1.69,0,0.28,0,28.75,0.28,3.38
21Day,0,0,0,0,0,0.74,0.74,0,0
3Month,0,2.7,0,3.85,0.1,0.1,0.1,0,0.21
22Month,0.14,2.46,0,4.78,0.41,0,0.14,0.27,0.14
