stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,1,0,2,0,4,0
72hpf,1.41,0,0,0,3.66,0
21Day,2.22,0,0,0.74,1.48,0
3Month,0.83,0.1,0.31,0,0.1,0.1
