stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,3,0,0,0
72hpf,0,0.85,0,0,0.28,0.85,0,0,0.28
21Day,0,0,0,0.37,0,0,0,0,0.37
3Month,0.1,3.74,8.53,0.83,0.21,0,0,0.1,0.62
22Month,0.68,6.56,22.14,2.05,0.14,0.27,0.14,0,0.68
