stage,Endothelial,Epithelial,Germ,Immune,Neuron,Other,Stromal
72hpf,0,0.56,0,0,1.97,0,0
21Day,0,0,0,0,1.11,0,0
3Month,0.1,1.04,2.08,0.52,0.1,0,0.1
22Month,0,0.68,0.55,0.14,0,0.14,0.14
