stage,Epithelial,Germ,Immune,Muscle,Neuron
72hpf,0.28,0,0,0.28,0.85
21Day,0.74,0,0,0.37,0.37
3Month,1.04,0.1,0.21,0,0
22Month,0.14,0,1.23,0,0
