stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,3,0,0
72hpf,0.28,0.28,0,0,0,15.5,0,0.85
21Day,0.37,0.37,0,0.74,0.37,5.18,0.37,1.11
3Month,0.1,0,0.1,0.21,0,0,0,0
22Month,0,0,0,0.41,0,0,0,0
