stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,2,0,1,0,4,0,1
72hpf,0.28,0,0,0.28,1.97,0.28,0.56
21Day,0,0,0,0,0.37,0,1.11
3Month,0.42,0.1,0.1,0,0,0,0
22Month,0.55,0,0.14,0,0,0,0
