stage,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0,0,0.28,1.69,0,0.56
21Day,0.37,1.11,0.37,2.22,0,2.96
3Month,0.21,0,0,0,0.1,0
