stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,1,0,0,0,0,101,0,2
72hpf,0.28,0.56,1.13,0.56,0.56,100.9,0.28,2.25
21Day,0,1.11,2.22,0.74,1.11,47.73,1.11,1.48
22Month,0,0.27,0,0,0,0,0,0
