stage,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0,0,0,0.85,0,0
21Day,0,0,0,0.37,0,0
3Month,0.31,0,0,0.42,0.1,0.1
22Month,0.82,0.14,0.14,0.14,0,0
