stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,3,0,0,0,105,0,1,0
72hpf,0.28,3.38,0,0.28,0.28,83.71,0,0.28,2.25
21Day,0.37,8.88,1.11,0,0,19.61,0,1.48,0.74
3Month,0,2.7,0.1,0.21,3.95,0.31,0,0.1,0.21
22Month,0,2.05,0.14,0.27,0,0.27,0.14,0,0.27
