stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0.28,0,0,0.28,7.61,0,0.56
21Day,2.22,0,0,0,2.96,0,0
3Month,0.73,0.31,0.1,0,0,0.1,0
22Month,3.83,0.68,0.68,0,0.27,0,0.14
