stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,2,0,0,0,7,0,3
72hpf,0.28,0.56,0.28,0,0.56,1.69,0,10.71
21Day,0,1.85,0,0,0.37,0.74,0.74,19.98
3Month,0,0.42,0,0,0,0,0,0.42
22Month,0,0.55,0,0.27,0,0,0,0
