stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,2,0,0,0,0,0
72hpf,0,1.13,0.56,0,0,0.56,43.4,0,0,1.13
21Day,0,0.37,0.74,0,1.11,0.37,21.46,0,0.74,1.11
3Month,0.42,4.26,0,1.35,0.83,0.52,0.31,0,0.1,0.73
22Month,0.68,9.84,0.14,1.09,3.69,0.41,0.41,0.55,0.41,1.23
