stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,1,0,0,0,0,0,1
72hpf,0,1.13,0,0,0,0,1.69,1.13
21Day,0,1.11,0,0,0,0,2.22,1.48
3Month,0.31,2.91,0.1,0.31,0.31,0.42,0.21,1.25
22Month,0.27,3.83,0,0,0.41,0.27,0,0
