stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,21,0,0,0,0,1,0
72hpf,0,25.65,0,0,0,0.28,4.23,0.85
21Day,0,34.04,0.37,0,0.37,0,2.22,0.74
3Month,0,9.26,0.21,0.52,0.31,0.1,0.21,0.1
22Month,0.14,1.09,0,0,0,0,0,0
