stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,1,0,0,1,1,0,0
72hpf,0,0,0,0,0.28,0,0.85
21Day,0.37,0,0,0,0,0,0
22Month,1.64,0.96,0.27,0,0,0.14,0
