stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,1,0,1,0,0,0,0
72hpf,0.56,0,0,0,0,0.28,0,0
21Day,0.37,0.37,0,3.7,0,0.37,0,0.37
3Month,1.25,1.66,0.62,1.46,0.73,0,0,0.42
22Month,1.23,2.05,0,0.68,0.14,0,0.14,0
