stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,3,0,0,0,1,15,0,4
72hpf,0.28,0,0,0,0.56,2.25,0,0.28
21Day,0,0.74,0,0.37,0,0.37,0.37,0
3Month,1.04,0,0.1,0,0.21,0,0,0.1
22Month,0.14,0,0,0.41,0,0.14,0.14,0.41
