stage,Epithelial,Erythroid,Immune,Neuron,Other,Stromal
24hpf,0,0,0,2,0,1
72hpf,0,0,0,13.81,0,0.85
21Day,0.37,0,0.37,9.25,0,0.37
3Month,0,0.1,0.1,0,0,0
22Month,1.5,0.14,0,0,0.27,0.14
