stage,Epithelial,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,1,0,4
72hpf,0,0,0,1.13,0,0.28
21Day,0,0,0,0.37,0,0
3Month,0.42,0.52,0,0,0,0
22Month,1.37,0.41,0.14,0,0.14,0
