stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,0,2,0,0,0,15,5
72hpf,0,0.56,0,0,0.28,3.66,1.13
21Day,0.37,3.7,0.37,0.74,0,1.85,1.11
