stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,2,11,1,0,1
72hpf,0.56,0,0,0,1.69,0,0,0.28
21Day,6.29,0.37,0.74,0,1.48,0,0.37,0.74
3Month,0.52,0,0.31,0.1,0,0,0.1,0
