stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,1,1,0,0,0,0,0
72hpf,0,0,0,0,0,0,0.28
21Day,4.07,0,0,0,0,0.74,0.37
3Month,0,0,0.21,0.1,0.1,0,0
