stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,14,0,2
72hpf,2.54,3.38,0,1.97,183.48,0.56,5.92
21Day,2.22,0.37,0.37,0,59.94,2.22,2.22
3Month,0.31,0,0,0,0,0,0
22Month,0.55,0,0,0,0,0,0
