stage,Epithelial,Germ,Immune,Neuron
24hpf,1,0,0,3
72hpf,0.56,0,0,0.28
21Day,1.48,0,0,0
3Month,0.83,0,0.1,0
22Month,0.82,0.27,0.14,0
