stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,1,0,0,0,0
72hpf,0,1.13,0,0,0.85,0.56,0.28,0,2.25
21Day,0.37,2.59,0.37,0,0.74,1.11,0,0,4.81
3Month,0,1.77,0,0.1,0,0,0,0.1,1.46
22Month,0,3.55,0,0.14,0.14,0.68,0.27,0.27,3.55
