stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,1,0,0,0
72hpf,0.56,0,0,0.28,0,0.85,0,0,0.28
21Day,2.59,0.37,0,0,0,0,0,0,0.37
3Month,6.55,0.1,0.1,1.04,0.31,0,0,2.81,0.21
22Month,2.73,0,0,1.91,0,0.14,0.14,2.46,0.27
