stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Stromal
72hpf,0,0.56,0,0,0,0
21Day,0,0.37,1.85,0,0.37,0.37
3Month,0.1,1.25,8.53,0.42,0,0.31
22Month,0,0.14,0.14,0,0,0
