stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,2,0,0,0,0,18,0,0,0
72hpf,0.28,0.28,0,0.28,0.28,9.3,0,0,1.41
21Day,1.85,0.37,0,1.48,0,4.44,0,0.37,2.59
3Month,1.35,0,4.37,1.14,0.21,0,0,0.1,0.73
22Month,8.34,0.41,4.78,4.24,0.41,0,0.55,0.14,1.78
