stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,0.28,0,0,0,5.07,0,0.28,1.69
21Day,2.22,0.37,0.74,1.85,5.92,0,0.37,2.59
3Month,3.33,0.42,0.42,0.1,0.1,0,0.31,0.31
22Month,8.75,0,1.09,0.27,0,0.27,0.14,0.27
