stage,Epithelial,Immune,Muscle,Neuron,Secretory
72hpf,0.28,0,0,0.56,0
21Day,0,1.48,0,0.37,0
3Month,0.1,1.56,0.1,0,0
22Month,3.01,0.55,0,0,0.14
