stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,1,0
72hpf,0,0,0,0,0.28,1.41,0.56
21Day,0,0.37,0,0,0.74,1.85,4.44
3Month,1.04,0,0.73,0.1,0,0.21,0.42
22Month,1.09,0,0,0,0,0,0.14
