stage,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
72hpf,0,0,0.28,0,0,0,0
21Day,0,0,1.85,1.11,0,0,0.37
3Month,1.35,0.73,1.98,0,0,0,0
22Month,3.83,0.41,1.23,0,0.14,0.27,0
