stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,8,0,0,0,1,0,0
72hpf,0,6.2,0,0,0,0.85,0,0
21Day,0,9.25,0,0,0,0,0,0
3Month,0,10.09,0.1,0.1,0,0.21,0,0.1
22Month,0.27,5.47,22,1.5,0.27,0.27,0.68,0.55
