stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
72hpf,0,0.28,0,0,0,0,0,0
21Day,0,0,0,0,2.22,0.37,0,0.37
3Month,0.1,1.77,0.1,0.21,7.49,0,0.1,0.52
22Month,0,1.23,0.27,0.14,3.69,0,0.14,0
