stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,1,0,1,0,18,0,0,1
72hpf,0.85,0,0,0.56,28.47,0,0,4.23
21Day,0.37,0,0,0.74,5.18,0,0.37,4.07
3Month,1.25,3.02,0.31,0.1,0,0,0.21,0.31
22Month,4.37,0,0.41,0,0.14,0.68,0.14,0.14
