stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory
24hpf,0,1,0,0,0,0,0
72hpf,0,1.13,0,0,0,1.97,0
21Day,0,1.85,0,0.37,0,1.48,0
3Month,0.1,3.02,4.16,0.1,0.62,0.1,0.1
