stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,1,0,0,0,0,6,0,0
72hpf,0,0,0,0,0,2.25,0,0
21Day,1.85,0.37,0,0,1.11,12.21,0.74,1.11
3Month,0.52,0,0.31,0,0,0.21,0,0
22Month,0.82,0,0,0.14,0,0,0,0.14
