stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,1,0,0,0
72hpf,0,1.13,0,0,0,5.64,0,0,0.28
21Day,0,2.96,0.74,0.37,0.74,1.85,0,0,4.44
3Month,0.21,5.62,99.54,1.66,0.73,0.31,0,0.52,1.14
22Month,1.64,39.9,67.78,6.01,1.37,0.82,5.06,0.14,4.51
