stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,6,0,1
72hpf,0,7.61,0,0,0.28,14.09,0,0.28
21Day,0,7.77,2.59,0,0.74,5.18,0.37,0.37
3Month,0.1,5.1,46.18,1.46,0.31,1.04,0.42,0.42
22Month,0.27,2.46,7.24,0.27,0,0.41,0.14,0.55
