stage,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,2,0,0,1
72hpf,0,0,0,3.1,0,0.28,0.28
21Day,0.37,0,0,1.11,0,0.37,0
3Month,0.31,0.21,0,0,0,0,0.1
22Month,0.68,0,0.27,0,0.27,0.14,0
