stage,Endothelial,Epithelial,Germ,Immune,Stromal
24hpf,0,0,0,1,0
72hpf,0,0.56,0,0,0
3Month,1.14,6.66,0.21,0.1,0.52
22Month,0,1.23,0,0.14,0.27
