stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Stromal
24hpf,0,2,0,0,1,6,0,2
72hpf,0.56,1.69,0.28,0,0,3.66,0.28,3.1
21Day,0,1.11,0,0,0,0,0,0
3Month,0,0.1,0,0.1,0,0,0,0
