stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
72hpf,0.85,0,0,0,30.16,1.13
21Day,0.74,0.74,0.74,0.37,23.31,0.37
22Month,0.14,0,0.27,0,0,0
