stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,3,0,0,0,9,0,3
72hpf,0,2.54,0,0,0,1.41,0.28,3.1
21Day,0.37,4.44,0,1.85,0.74,0.74,0.37,8.51
3Month,0.1,8.63,1.35,1.25,0.83,0.52,0,3.54
22Month,0.14,0.96,0,0.14,0,0,0,0.14
