stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,1,0,0,0,0,0,0
72hpf,4.23,0,0,0,0.28,0,0
21Day,22.2,0.37,0,1.11,0,0.74,0.37
3Month,3.54,0,0.42,0.42,0,0,0.1
22Month,2.46,0,0.14,0,0.14,0,0
