stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,1,1,0,0,1,2,15,5
72hpf,0,0.85,0,0,0,0,3.95,0
21Day,0,0,0.74,0,0.37,0.37,2.59,0.37
3Month,0,0.73,0,0.1,0.1,0,0,0.1
