stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,3,0,1
72hpf,0.28,0,0.28,0,1.69,0,0.28
21Day,0.74,0.37,0.37,0.74,0.37,0.37,0.37
